#name,id,P12,P13,P14,P15,kpi7_avg,kpi7_max,
,10794,244 ,177 ,0 ,5 ,29 ,41 ,TRUE
,10795,244 ,177 ,0 ,10 ,29 ,38 ,TRUE
,10796,244 ,177 ,0 ,15 ,31 ,43 ,TRUE
,10797,244 ,177 ,0 ,20 ,31 ,38 ,TRUE
,10798,244 ,177 ,11 ,0 ,29 ,37 ,TRUE
,10799,244 ,177 ,11 ,5 ,29 ,41 ,TRUE
,10800,244 ,177 ,11 ,10 ,29 ,38 ,TRUE
,10801,244 ,177 ,11 ,15 ,31 ,43 ,TRUE
,10802,244 ,177 ,11 ,20 ,31 ,38 ,TRUE
,10803,244 ,177 ,22 ,0 ,29 ,49 ,TRUE
,10804,244 ,177 ,22 ,5 ,30 ,40 ,TRUE
,10805,244 ,177 ,22 ,10 ,29 ,36 ,TRUE
,10806,244 ,177 ,22 ,15 ,30 ,40 ,TRUE
,10807,244 ,177 ,22 ,20 ,30 ,46 ,TRUE
,10808,244 ,177 ,33 ,0 ,29 ,36 ,TRUE
,10809,244 ,177 ,33 ,5 ,29 ,37 ,TRUE
,10810,244 ,177 ,33 ,10 ,28 ,41 ,TRUE
,10811,244 ,177 ,33 ,15 ,28 ,40 ,TRUE
,10812,244 ,177 ,33 ,20 ,28 ,37 ,TRUE
,10813,244 ,177 ,44 ,0 ,29 ,36 ,TRUE
,10814,244 ,177 ,44 ,5 ,29 ,35 ,TRUE
,10815,244 ,177 ,44 ,10 ,29 ,38 ,TRUE
,10816,244 ,177 ,44 ,15 ,29 ,39 ,TRUE
,10817,244 ,177 ,44 ,20 ,28 ,36 ,TRUE
,10818,244 ,177 ,55 ,0 ,29 ,44 ,TRUE
,10819,244 ,177 ,55 ,5 ,30 ,41 ,TRUE
,10820,244 ,177 ,55 ,10 ,29 ,40 ,TRUE
,10821,244 ,177 ,55 ,15 ,29 ,42 ,TRUE
,10822,244 ,177 ,55 ,20 ,29 ,37 ,TRUE
,10823,244 ,177 ,66 ,0 ,29 ,44 ,TRUE
,10824,244 ,177 ,66 ,5 ,29 ,37 ,TRUE
,10825,244 ,177 ,66 ,10 ,29 ,44 ,TRUE
,10826,244 ,177 ,66 ,15 ,29 ,48 ,TRUE
,10827,244 ,177 ,66 ,20 ,29 ,37 ,TRUE
,10828,244 ,177 ,77 ,0 ,29 ,36 ,TRUE
,10829,244 ,177 ,77 ,5 ,30 ,48 ,TRUE
,10830,244 ,177 ,77 ,10 ,30 ,40 ,TRUE
,10831,244 ,177 ,77 ,15 ,29 ,40 ,TRUE
,10832,244 ,177 ,77 ,20 ,30 ,37 ,TRUE
,10833,244 ,177 ,88 ,0 ,34 ,55 ,TRUE
,10834,244 ,177 ,88 ,5 ,32 ,47 ,TRUE
,10835,244 ,177 ,88 ,10 ,32 ,41 ,TRUE
,10836,244 ,177 ,88 ,15 ,32 ,44 ,TRUE
,10837,244 ,177 ,88 ,20 ,33 ,48 ,TRUE
,10838,244 ,177 ,100 ,0 ,33 ,40 ,TRUE
,10839,244 ,177 ,100 ,5 ,33 ,52 ,TRUE
,10840,244 ,177 ,100 ,10 ,35 ,52 ,TRUE
,10841,244 ,177 ,100 ,15 ,35 ,49 ,TRUE
,10842,244 ,177 ,100 ,20 ,34 ,55 ,TRUE
,10843,244 ,188 ,0 ,0 ,29 ,37 ,TRUE
,10844,244 ,188 ,0 ,5 ,29 ,41 ,TRUE
,10845,244 ,188 ,0 ,10 ,29 ,38 ,TRUE
,10846,244 ,188 ,0 ,15 ,31 ,43 ,TRUE
,10847,244 ,188 ,0 ,20 ,31 ,38 ,TRUE
,10848,244 ,188 ,11 ,0 ,29 ,37 ,TRUE
,10849,244 ,188 ,11 ,5 ,29 ,41 ,TRUE
,10850,244 ,188 ,11 ,10 ,29 ,38 ,TRUE
,10851,244 ,188 ,11 ,15 ,31 ,43 ,TRUE
,10852,244 ,188 ,11 ,20 ,31 ,38 ,TRUE
,10853,244 ,188 ,22 ,0 ,29 ,49 ,TRUE
,10854,244 ,188 ,22 ,5 ,30 ,40 ,TRUE
,10855,244 ,188 ,22 ,10 ,29 ,36 ,TRUE
,10856,244 ,188 ,22 ,15 ,30 ,40 ,TRUE
,10857,244 ,188 ,22 ,20 ,30 ,46 ,TRUE
,10858,244 ,188 ,33 ,0 ,29 ,36 ,TRUE
,10859,244 ,188 ,33 ,5 ,29 ,37 ,TRUE
,10860,244 ,188 ,33 ,10 ,28 ,41 ,TRUE
,10861,244 ,188 ,33 ,15 ,28 ,40 ,TRUE
,10862,244 ,188 ,33 ,20 ,28 ,37 ,TRUE
,10863,244 ,188 ,44 ,0 ,29 ,36 ,TRUE
,10864,244 ,188 ,44 ,5 ,29 ,35 ,TRUE
,10865,244 ,188 ,44 ,10 ,29 ,38 ,TRUE
,10866,244 ,188 ,44 ,15 ,29 ,39 ,TRUE
,10867,244 ,188 ,44 ,20 ,28 ,36 ,TRUE
,10868,244 ,188 ,55 ,0 ,29 ,44 ,TRUE
,10869,244 ,188 ,55 ,5 ,30 ,41 ,TRUE
,10870,244 ,188 ,55 ,10 ,29 ,40 ,TRUE
,10871,244 ,188 ,55 ,15 ,29 ,42 ,TRUE
,10872,244 ,188 ,55 ,20 ,29 ,37 ,TRUE
,10873,244 ,188 ,66 ,0 ,29 ,44 ,TRUE
,10874,244 ,188 ,66 ,5 ,29 ,37 ,TRUE
,10875,244 ,188 ,66 ,10 ,29 ,44 ,TRUE
,10876,244 ,188 ,66 ,15 ,29 ,48 ,TRUE
,10877,244 ,188 ,66 ,20 ,29 ,37 ,TRUE
,10878,244 ,188 ,77 ,0 ,29 ,36 ,TRUE
,10879,244 ,188 ,77 ,5 ,30 ,48 ,TRUE
,10880,244 ,188 ,77 ,10 ,30 ,40 ,TRUE
,10881,244 ,188 ,77 ,15 ,29 ,40 ,TRUE
,10882,244 ,188 ,77 ,20 ,30 ,37 ,TRUE
,10883,244 ,188 ,88 ,0 ,34 ,55 ,TRUE
,10884,244 ,188 ,88 ,5 ,32 ,47 ,TRUE
,10885,244 ,188 ,88 ,10 ,32 ,41 ,TRUE
,10886,244 ,188 ,88 ,15 ,32 ,44 ,TRUE
,10887,244 ,188 ,88 ,20 ,33 ,48 ,TRUE
,10888,244 ,188 ,100 ,0 ,33 ,40 ,TRUE
,10889,244 ,188 ,100 ,5 ,33 ,52 ,TRUE
,10890,244 ,188 ,100 ,10 ,35 ,52 ,TRUE
,10891,244 ,188 ,100 ,15 ,35 ,49 ,TRUE
,10892,244 ,188 ,100 ,20 ,34 ,55 ,TRUE
,10893,244 ,200 ,0 ,0 ,29 ,37 ,TRUE
,10894,244 ,200 ,0 ,5 ,29 ,41 ,TRUE
,10895,244 ,200 ,0 ,10 ,29 ,38 ,TRUE
,10896,244 ,200 ,0 ,15 ,31 ,43 ,TRUE
,10897,244 ,200 ,0 ,20 ,31 ,38 ,TRUE
,10898,244 ,200 ,11 ,0 ,29 ,37 ,TRUE
,10899,244 ,200 ,11 ,5 ,29 ,41 ,TRUE
,10900,244 ,200 ,11 ,10 ,29 ,38 ,TRUE
,10901,244 ,200 ,11 ,15 ,31 ,43 ,TRUE
,10902,244 ,200 ,11 ,20 ,31 ,38 ,TRUE
,10903,244 ,200 ,22 ,0 ,29 ,49 ,TRUE
,10904,244 ,200 ,22 ,5 ,30 ,40 ,TRUE
,10905,244 ,200 ,22 ,10 ,29 ,36 ,TRUE
,10906,244 ,200 ,22 ,15 ,30 ,40 ,TRUE
,10907,244 ,200 ,22 ,20 ,30 ,46 ,TRUE
,10908,244 ,200 ,33 ,0 ,29 ,36 ,TRUE
,10909,244 ,200 ,33 ,5 ,29 ,37 ,TRUE
,10910,244 ,200 ,33 ,10 ,28 ,41 ,TRUE
,10911,244 ,200 ,33 ,15 ,28 ,40 ,TRUE
,10912,244 ,200 ,33 ,20 ,28 ,37 ,TRUE
,10913,244 ,200 ,44 ,0 ,29 ,36 ,TRUE
,10914,244 ,200 ,44 ,5 ,29 ,35 ,TRUE
,10915,244 ,200 ,44 ,10 ,29 ,38 ,TRUE
,10916,244 ,200 ,44 ,15 ,29 ,39 ,TRUE
,10917,244 ,200 ,44 ,20 ,28 ,36 ,TRUE
,10918,244 ,200 ,55 ,0 ,29 ,44 ,TRUE
,10919,244 ,200 ,55 ,5 ,30 ,41 ,TRUE
,10920,244 ,200 ,55 ,10 ,29 ,40 ,TRUE
,10921,244 ,200 ,55 ,15 ,29 ,42 ,TRUE
,10922,244 ,200 ,55 ,20 ,29 ,37 ,TRUE
,10923,244 ,200 ,66 ,0 ,29 ,44 ,TRUE
,10924,244 ,200 ,66 ,5 ,29 ,37 ,TRUE
,10925,244 ,200 ,66 ,10 ,29 ,44 ,TRUE
,10926,244 ,200 ,66 ,15 ,29 ,48 ,TRUE
,10927,244 ,200 ,66 ,20 ,29 ,37 ,TRUE
,10928,244 ,200 ,77 ,0 ,29 ,36 ,TRUE
,10929,244 ,200 ,77 ,5 ,30 ,48 ,TRUE
,10930,244 ,200 ,77 ,10 ,30 ,40 ,TRUE
,10931,244 ,200 ,77 ,15 ,29 ,40 ,TRUE
,10932,244 ,200 ,77 ,20 ,30 ,37 ,TRUE
,10933,244 ,200 ,88 ,0 ,34 ,55 ,TRUE
,10934,244 ,200 ,88 ,5 ,32 ,47 ,TRUE
,10935,244 ,200 ,88 ,10 ,32 ,41 ,TRUE
,10936,244 ,200 ,88 ,15 ,32 ,44 ,TRUE
,10937,244 ,200 ,88 ,20 ,33 ,48 ,TRUE
,10938,244 ,200 ,100 ,0 ,33 ,40 ,TRUE
,10939,244 ,200 ,100 ,5 ,33 ,52 ,TRUE
,10940,244 ,200 ,100 ,10 ,35 ,52 ,TRUE
,10941,244 ,200 ,100 ,15 ,35 ,49 ,TRUE
,10942,244 ,200 ,100 ,20 ,34 ,55 ,TRUE
,10943,255 ,100 ,0 ,0 ,29 ,37 ,TRUE
,10944,255 ,100 ,0 ,5 ,29 ,41 ,TRUE
,10945,255 ,100 ,0 ,10 ,29 ,38 ,TRUE
,10946,255 ,100 ,0 ,15 ,31 ,43 ,TRUE
,10947,255 ,100 ,0 ,20 ,31 ,38 ,TRUE
,10948,255 ,100 ,11 ,0 ,29 ,37 ,TRUE
,10949,255 ,100 ,11 ,5 ,29 ,41 ,TRUE
,10950,255 ,100 ,11 ,10 ,29 ,38 ,TRUE
,10951,255 ,100 ,11 ,15 ,31 ,43 ,TRUE
,10952,255 ,100 ,11 ,20 ,31 ,38 ,TRUE
,10953,255 ,100 ,22 ,0 ,29 ,49 ,TRUE
,10954,255 ,100 ,22 ,5 ,30 ,40 ,TRUE
,10955,255 ,100 ,22 ,10 ,29 ,36 ,TRUE
,10956,255 ,100 ,22 ,15 ,30 ,40 ,TRUE
,10957,255 ,100 ,22 ,20 ,30 ,46 ,TRUE
,10958,255 ,100 ,33 ,0 ,29 ,36 ,TRUE
,10959,255 ,100 ,33 ,5 ,29 ,37 ,TRUE
,10960,255 ,100 ,33 ,10 ,28 ,41 ,TRUE
,10961,255 ,100 ,33 ,15 ,28 ,40 ,TRUE
,10962,255 ,100 ,33 ,20 ,28 ,37 ,TRUE
,10963,255 ,100 ,44 ,0 ,29 ,36 ,TRUE
,10964,255 ,100 ,44 ,5 ,29 ,35 ,TRUE
,10965,255 ,100 ,44 ,10 ,29 ,38 ,TRUE
,10966,255 ,100 ,44 ,15 ,29 ,39 ,TRUE
,10967,255 ,100 ,44 ,20 ,28 ,36 ,TRUE
,10968,255 ,100 ,55 ,0 ,29 ,44 ,TRUE
,10969,255 ,100 ,55 ,5 ,30 ,41 ,TRUE
,10970,255 ,100 ,55 ,10 ,29 ,40 ,TRUE
,10971,255 ,100 ,55 ,15 ,29 ,42 ,TRUE
,10972,255 ,100 ,55 ,20 ,29 ,37 ,TRUE
,10973,255 ,100 ,66 ,0 ,29 ,44 ,TRUE
,10974,255 ,100 ,66 ,5 ,29 ,37 ,TRUE
,10975,255 ,100 ,66 ,10 ,29 ,44 ,TRUE
,10976,255 ,100 ,66 ,15 ,29 ,48 ,TRUE
,10977,255 ,100 ,66 ,20 ,29 ,37 ,TRUE
,10978,255 ,100 ,77 ,0 ,29 ,36 ,TRUE
,10979,255 ,100 ,77 ,5 ,30 ,48 ,TRUE
,10980,255 ,100 ,77 ,10 ,30 ,40 ,TRUE
,10981,255 ,100 ,77 ,15 ,29 ,40 ,TRUE
,10982,255 ,100 ,77 ,20 ,30 ,37 ,TRUE
,10983,255 ,100 ,88 ,0 ,34 ,55 ,TRUE
,10984,255 ,100 ,88 ,5 ,32 ,47 ,TRUE
,10985,255 ,100 ,88 ,10 ,32 ,41 ,TRUE
,10986,255 ,100 ,88 ,15 ,32 ,44 ,TRUE
,10987,255 ,100 ,88 ,20 ,33 ,48 ,TRUE
,10988,255 ,100 ,100 ,0 ,33 ,40 ,TRUE
,10989,255 ,100 ,100 ,5 ,33 ,52 ,TRUE
,10990,255 ,100 ,100 ,10 ,35 ,52 ,TRUE
,10991,255 ,100 ,100 ,15 ,35 ,49 ,TRUE
,10992,255 ,100 ,100 ,20 ,34 ,55 ,TRUE
,10993,255 ,111 ,0 ,0 ,29 ,37 ,TRUE
,10994,255 ,111 ,0 ,5 ,29 ,41 ,TRUE
,10995,255 ,111 ,0 ,10 ,29 ,38 ,TRUE
,10996,255 ,111 ,0 ,15 ,31 ,43 ,TRUE
,10997,255 ,111 ,0 ,20 ,31 ,38 ,TRUE
,10998,255 ,111 ,11 ,0 ,29 ,37 ,TRUE
,10999,255 ,111 ,11 ,5 ,29 ,41 ,TRUE
,11000,255 ,111 ,11 ,10 ,29 ,38 ,TRUE
,11001,255 ,111 ,11 ,15 ,31 ,43 ,TRUE
,11002,255 ,111 ,11 ,20 ,31 ,38 ,TRUE
,11003,255 ,111 ,22 ,0 ,29 ,49 ,TRUE
,11004,255 ,111 ,22 ,5 ,30 ,40 ,TRUE
,11005,255 ,111 ,22 ,10 ,29 ,36 ,TRUE
,11006,255 ,111 ,22 ,15 ,30 ,40 ,TRUE
,11007,255 ,111 ,22 ,20 ,30 ,46 ,TRUE
,11008,255 ,111 ,33 ,0 ,29 ,36 ,TRUE
,11009,255 ,111 ,33 ,5 ,29 ,37 ,TRUE
,11010,255 ,111 ,33 ,10 ,28 ,41 ,TRUE
,11011,255 ,111 ,33 ,15 ,28 ,40 ,TRUE
,11012,255 ,111 ,33 ,20 ,28 ,37 ,TRUE
,11013,255 ,111 ,44 ,0 ,29 ,36 ,TRUE
,11014,255 ,111 ,44 ,5 ,29 ,35 ,TRUE
,11015,255 ,111 ,44 ,10 ,29 ,38 ,TRUE
,11016,255 ,111 ,44 ,15 ,29 ,39 ,TRUE
,11017,255 ,111 ,44 ,20 ,28 ,36 ,TRUE
,11018,255 ,111 ,55 ,0 ,29 ,44 ,TRUE
,11019,255 ,111 ,55 ,5 ,30 ,41 ,TRUE
,11020,255 ,111 ,55 ,10 ,29 ,40 ,TRUE
,11021,255 ,111 ,55 ,15 ,29 ,42 ,TRUE
,11022,255 ,111 ,55 ,20 ,29 ,37 ,TRUE
,11023,255 ,111 ,66 ,0 ,29 ,44 ,TRUE
,11024,255 ,111 ,66 ,5 ,29 ,37 ,TRUE
,11025,255 ,111 ,66 ,10 ,29 ,44 ,TRUE
,11026,255 ,111 ,66 ,15 ,29 ,48 ,TRUE
,11027,255 ,111 ,66 ,20 ,29 ,37 ,TRUE
,11028,255 ,111 ,77 ,0 ,29 ,36 ,TRUE
,11029,255 ,111 ,77 ,5 ,30 ,48 ,TRUE
,11030,255 ,111 ,77 ,10 ,30 ,40 ,TRUE
,11031,255 ,111 ,77 ,15 ,29 ,40 ,TRUE
,11032,255 ,111 ,77 ,20 ,30 ,37 ,TRUE
,11033,255 ,111 ,88 ,0 ,34 ,55 ,TRUE
,11034,255 ,111 ,88 ,5 ,32 ,47 ,TRUE
,11035,255 ,111 ,88 ,10 ,32 ,41 ,TRUE
,11036,255 ,111 ,88 ,15 ,32 ,44 ,TRUE
,11037,255 ,111 ,88 ,20 ,33 ,48 ,TRUE
,11038,255 ,111 ,100 ,0 ,33 ,40 ,TRUE
,11039,255 ,111 ,100 ,5 ,33 ,52 ,TRUE
,11040,255 ,111 ,100 ,10 ,35 ,52 ,TRUE
,11041,255 ,111 ,100 ,15 ,35 ,49 ,TRUE
,11042,255 ,111 ,100 ,20 ,34 ,55 ,TRUE
,11043,255 ,122 ,0 ,0 ,29 ,37 ,TRUE
,11044,255 ,122 ,0 ,5 ,29 ,41 ,TRUE
,11045,255 ,122 ,0 ,10 ,29 ,38 ,TRUE
,11046,255 ,122 ,0 ,15 ,31 ,43 ,TRUE
,11047,255 ,122 ,0 ,20 ,31 ,38 ,TRUE
,11048,255 ,122 ,11 ,0 ,29 ,37 ,TRUE
,11049,255 ,122 ,11 ,5 ,29 ,41 ,TRUE
,11050,255 ,122 ,11 ,10 ,29 ,38 ,TRUE
,11051,255 ,122 ,11 ,15 ,31 ,43 ,TRUE
,11052,255 ,122 ,11 ,20 ,31 ,38 ,TRUE
,11053,255 ,122 ,22 ,0 ,29 ,49 ,TRUE
,11054,255 ,122 ,22 ,5 ,30 ,40 ,TRUE
,11055,255 ,122 ,22 ,10 ,29 ,36 ,TRUE
,11056,255 ,122 ,22 ,15 ,30 ,40 ,TRUE
,11057,255 ,122 ,22 ,20 ,30 ,46 ,TRUE
,11058,255 ,122 ,33 ,0 ,29 ,36 ,TRUE
,11059,255 ,122 ,33 ,5 ,29 ,37 ,TRUE
,11060,255 ,122 ,33 ,10 ,28 ,41 ,TRUE
,11061,255 ,122 ,33 ,15 ,28 ,40 ,TRUE
,11062,255 ,122 ,33 ,20 ,28 ,37 ,TRUE
,11063,255 ,122 ,44 ,0 ,29 ,36 ,TRUE
,11064,255 ,122 ,44 ,5 ,29 ,35 ,TRUE
,11065,255 ,122 ,44 ,10 ,29 ,38 ,TRUE
,11066,255 ,122 ,44 ,15 ,29 ,39 ,TRUE
,11067,255 ,122 ,44 ,20 ,28 ,36 ,TRUE
,11068,255 ,122 ,55 ,0 ,29 ,44 ,TRUE
,11069,255 ,122 ,55 ,5 ,30 ,41 ,TRUE
,11070,255 ,122 ,55 ,10 ,29 ,40 ,TRUE
,11071,255 ,122 ,55 ,15 ,29 ,42 ,TRUE
,11072,255 ,122 ,55 ,20 ,29 ,37 ,TRUE
,11073,255 ,122 ,66 ,0 ,29 ,44 ,TRUE
,11074,255 ,122 ,66 ,5 ,29 ,37 ,TRUE
,11075,255 ,122 ,66 ,10 ,29 ,44 ,TRUE
,11076,255 ,122 ,66 ,15 ,29 ,48 ,TRUE
,11077,255 ,122 ,66 ,20 ,29 ,37 ,TRUE
,11078,255 ,122 ,77 ,0 ,29 ,36 ,TRUE
,11079,255 ,122 ,77 ,5 ,30 ,48 ,TRUE
,11080,255 ,122 ,77 ,10 ,30 ,40 ,TRUE
,11081,255 ,122 ,77 ,15 ,29 ,40 ,TRUE
,11082,255 ,122 ,77 ,20 ,30 ,37 ,TRUE
,11083,255 ,122 ,88 ,0 ,34 ,55 ,TRUE
,11084,255 ,122 ,88 ,5 ,32 ,47 ,TRUE
,11085,255 ,122 ,88 ,10 ,32 ,41 ,TRUE
,11086,255 ,122 ,88 ,15 ,32 ,44 ,TRUE
,11087,255 ,122 ,88 ,20 ,33 ,48 ,TRUE
,11088,255 ,122 ,100 ,0 ,33 ,40 ,TRUE
,11089,255 ,122 ,100 ,5 ,33 ,52 ,TRUE
,11090,255 ,122 ,100 ,10 ,35 ,52 ,TRUE
,11091,255 ,122 ,100 ,15 ,35 ,49 ,TRUE
,11092,255 ,122 ,100 ,20 ,34 ,55 ,TRUE
,11093,255 ,133 ,0 ,0 ,29 ,37 ,TRUE
,11094,255 ,133 ,0 ,5 ,29 ,41 ,TRUE
,11095,255 ,133 ,0 ,10 ,29 ,38 ,TRUE
,11096,255 ,133 ,0 ,15 ,31 ,43 ,TRUE
,11097,255 ,133 ,0 ,20 ,31 ,38 ,TRUE
,11098,255 ,133 ,11 ,0 ,29 ,37 ,TRUE
,11099,255 ,133 ,11 ,5 ,29 ,41 ,TRUE
,11100,255 ,133 ,11 ,10 ,29 ,38 ,TRUE
,11101,255 ,133 ,11 ,15 ,31 ,43 ,TRUE
,11102,255 ,133 ,11 ,20 ,31 ,38 ,TRUE
,11103,255 ,133 ,22 ,0 ,29 ,49 ,TRUE
,11104,255 ,133 ,22 ,5 ,30 ,40 ,TRUE
,11105,255 ,133 ,22 ,10 ,29 ,36 ,TRUE
,11106,255 ,133 ,22 ,15 ,30 ,40 ,TRUE
,11107,255 ,133 ,22 ,20 ,30 ,46 ,TRUE
,11108,255 ,133 ,33 ,0 ,29 ,36 ,TRUE
,11109,255 ,133 ,33 ,5 ,29 ,37 ,TRUE
,11110,255 ,133 ,33 ,10 ,28 ,41 ,TRUE
,11111,255 ,133 ,33 ,15 ,28 ,40 ,TRUE
,11112,255 ,133 ,33 ,20 ,28 ,37 ,TRUE
,11113,255 ,133 ,44 ,0 ,29 ,36 ,TRUE
,11114,255 ,133 ,44 ,5 ,29 ,35 ,TRUE
,11115,255 ,133 ,44 ,10 ,29 ,38 ,TRUE
,11116,255 ,133 ,44 ,15 ,29 ,39 ,TRUE
,11117,255 ,133 ,44 ,20 ,28 ,36 ,TRUE
,11118,255 ,133 ,55 ,0 ,29 ,44 ,TRUE
,11119,255 ,133 ,55 ,5 ,30 ,41 ,TRUE
,11120,255 ,133 ,55 ,10 ,29 ,40 ,TRUE
,11121,255 ,133 ,55 ,15 ,29 ,42 ,TRUE
,11122,255 ,133 ,55 ,20 ,29 ,37 ,TRUE
,11123,255 ,133 ,66 ,0 ,29 ,44 ,TRUE
,11124,255 ,133 ,66 ,5 ,29 ,37 ,TRUE
,11125,255 ,133 ,66 ,10 ,29 ,44 ,TRUE
,11126,255 ,133 ,66 ,15 ,29 ,48 ,TRUE
,11127,255 ,133 ,66 ,20 ,29 ,37 ,TRUE
,11128,255 ,133 ,77 ,0 ,29 ,36 ,TRUE
,11129,255 ,133 ,77 ,5 ,30 ,48 ,TRUE
,11130,255 ,133 ,77 ,10 ,30 ,40 ,TRUE
,11131,255 ,133 ,77 ,15 ,29 ,40 ,TRUE
,11132,255 ,133 ,77 ,20 ,30 ,37 ,TRUE
,11133,255 ,133 ,88 ,0 ,34 ,55 ,TRUE
,11134,255 ,133 ,88 ,5 ,32 ,47 ,TRUE
,11135,255 ,133 ,88 ,10 ,32 ,41 ,TRUE
,11136,255 ,133 ,88 ,15 ,32 ,44 ,TRUE
,11137,255 ,133 ,88 ,20 ,33 ,48 ,TRUE
,11138,255 ,133 ,100 ,0 ,33 ,40 ,TRUE
,11139,255 ,133 ,100 ,5 ,33 ,52 ,TRUE
,11140,255 ,133 ,100 ,10 ,35 ,52 ,TRUE
,11141,255 ,133 ,100 ,15 ,35 ,49 ,TRUE
,11142,255 ,133 ,100 ,20 ,34 ,55 ,TRUE
,11143,255 ,144 ,0 ,0 ,29 ,37 ,TRUE
,11144,255 ,144 ,0 ,5 ,29 ,41 ,TRUE
,11145,255 ,144 ,0 ,10 ,29 ,38 ,TRUE
,11146,255 ,144 ,0 ,15 ,31 ,43 ,TRUE
,11147,255 ,144 ,0 ,20 ,31 ,38 ,TRUE
,11148,255 ,144 ,11 ,0 ,29 ,37 ,TRUE
,11149,255 ,144 ,11 ,5 ,29 ,41 ,TRUE
,11150,255 ,144 ,11 ,10 ,29 ,38 ,TRUE
,11151,255 ,144 ,11 ,15 ,31 ,43 ,TRUE
,11152,255 ,144 ,11 ,20 ,31 ,38 ,TRUE
,11153,255 ,144 ,22 ,0 ,29 ,49 ,TRUE
,11154,255 ,144 ,22 ,5 ,30 ,40 ,TRUE
,11155,255 ,144 ,22 ,10 ,29 ,36 ,TRUE
,11156,255 ,144 ,22 ,15 ,30 ,40 ,TRUE
,11157,255 ,144 ,22 ,20 ,30 ,46 ,TRUE
,11158,255 ,144 ,33 ,0 ,29 ,36 ,TRUE
,11159,255 ,144 ,33 ,5 ,29 ,37 ,TRUE
,11160,255 ,144 ,33 ,10 ,28 ,41 ,TRUE
,11161,255 ,144 ,33 ,15 ,28 ,40 ,TRUE
,11162,255 ,144 ,33 ,20 ,28 ,37 ,TRUE
,11163,255 ,144 ,44 ,0 ,29 ,36 ,TRUE
,11164,255 ,144 ,44 ,5 ,29 ,35 ,TRUE
,11165,255 ,144 ,44 ,10 ,29 ,38 ,TRUE
,11166,255 ,144 ,44 ,15 ,29 ,39 ,TRUE
,11167,255 ,144 ,44 ,20 ,28 ,36 ,TRUE
,11168,255 ,144 ,55 ,0 ,29 ,44 ,TRUE
,11169,255 ,144 ,55 ,5 ,30 ,41 ,TRUE
,11170,255 ,144 ,55 ,10 ,29 ,40 ,TRUE
,11171,255 ,144 ,55 ,15 ,29 ,42 ,TRUE
,11172,255 ,144 ,55 ,20 ,29 ,37 ,TRUE
,11173,255 ,144 ,66 ,0 ,29 ,44 ,TRUE
,11174,255 ,144 ,66 ,5 ,29 ,37 ,TRUE
,11175,255 ,144 ,66 ,10 ,29 ,44 ,TRUE
,11176,255 ,144 ,66 ,15 ,29 ,48 ,TRUE
,11177,255 ,144 ,66 ,20 ,29 ,37 ,TRUE
,11178,255 ,144 ,77 ,0 ,29 ,36 ,TRUE
,11179,255 ,144 ,77 ,5 ,30 ,48 ,TRUE
,11180,255 ,144 ,77 ,10 ,30 ,40 ,TRUE
,11181,255 ,144 ,77 ,15 ,29 ,40 ,TRUE
,11182,255 ,144 ,77 ,20 ,30 ,37 ,TRUE
,11183,255 ,144 ,88 ,0 ,34 ,55 ,TRUE
,11184,255 ,144 ,88 ,5 ,32 ,47 ,TRUE
,11185,255 ,144 ,88 ,10 ,32 ,41 ,TRUE
,11186,255 ,144 ,88 ,15 ,32 ,44 ,TRUE
,11187,255 ,144 ,88 ,20 ,33 ,48 ,TRUE
,11188,255 ,144 ,100 ,0 ,33 ,40 ,TRUE
,11189,255 ,144 ,100 ,5 ,33 ,52 ,TRUE
,11190,255 ,144 ,100 ,10 ,35 ,52 ,TRUE
,11191,255 ,144 ,100 ,15 ,35 ,49 ,TRUE
,11192,255 ,144 ,100 ,20 ,34 ,55 ,TRUE
,11193,255 ,155 ,0 ,0 ,29 ,37 ,TRUE
,11194,255 ,155 ,0 ,5 ,29 ,41 ,TRUE
,11195,255 ,155 ,0 ,10 ,29 ,38 ,TRUE
,11196,255 ,155 ,0 ,15 ,31 ,43 ,TRUE
,11197,255 ,155 ,0 ,20 ,31 ,38 ,TRUE
,11198,255 ,155 ,11 ,0 ,29 ,37 ,TRUE
,11199,255 ,155 ,11 ,5 ,29 ,41 ,TRUE
,11200,255 ,155 ,11 ,10 ,29 ,38 ,TRUE
,11201,255 ,155 ,11 ,15 ,31 ,43 ,TRUE
,11202,255 ,155 ,11 ,20 ,31 ,38 ,TRUE
,11203,255 ,155 ,22 ,0 ,29 ,49 ,TRUE
,11204,255 ,155 ,22 ,5 ,30 ,40 ,TRUE
,11205,255 ,155 ,22 ,10 ,29 ,36 ,TRUE
,11206,255 ,155 ,22 ,15 ,30 ,40 ,TRUE
,11207,255 ,155 ,22 ,20 ,30 ,46 ,TRUE
,11208,255 ,155 ,33 ,0 ,29 ,36 ,TRUE
,11209,255 ,155 ,33 ,5 ,29 ,37 ,TRUE
,11210,255 ,155 ,33 ,10 ,28 ,41 ,TRUE
,11211,255 ,155 ,33 ,15 ,28 ,40 ,TRUE
,11212,255 ,155 ,33 ,20 ,28 ,37 ,TRUE
,11213,255 ,155 ,44 ,0 ,29 ,36 ,TRUE
,11214,255 ,155 ,44 ,5 ,29 ,35 ,TRUE
,11215,255 ,155 ,44 ,10 ,29 ,38 ,TRUE
,11216,255 ,155 ,44 ,15 ,29 ,39 ,TRUE
